"cap.diameter","cap.shape","gill.attachment","gill.color","stem.height","stem.width","stem.color","season","class"
93,0,0,5,0.672874834153616,79,6,0.943194553897495,1
842,6,2,10,0.795372098533579,996,11,0.943194553897495,0
362,6,6,10,0.187438178902023,607,11,0.888450287786284,1
42,2,0,10,0.609211010514063,35,6,0.888450287786284,0
305,6,0,6,1.31747104850409,806,11,0.888450287786284,0
833,6,6,5,1.30866167662748,1977,3,0.943194553897495,1
8,6,1,6,0.64104292233384,46,12,0.943194553897495,1
1216,5,1,5,0.266166564529793,1763,6,0.943194553897495,1
301,2,1,6,0.103028016453438,711,7,1.80427270862817,0
1006,2,0,10,0.620296583524808,2570,6,1.80427270862817,0
419,2,4,5,1.25778621384201,471,6,0.888450287786284,1
1298,2,1,11,1.47663060760298,1398,11,0.943194553897495,0
188,6,0,7,0.505757297099789,224,11,0.943194553897495,1
581,6,1,10,0.0672171156561893,1087,6,0.943194553897495,1
317,6,4,5,0.73653865779317,828,1,0.888450287786284,0
577,5,1,10,0.816118437342611,725,11,0.888450287786284,0
104,1,0,11,0.301977465327042,240,12,0.943194553897495,1
362,5,1,10,0.808160459387667,226,11,0.943194553897495,1
709,6,6,11,0.552653770907782,1525,11,0.888450287786284,0
1261,6,4,11,1.48373719163625,2380,6,0.888450287786284,0
368,2,6,1,0.0322576087806126,447,12,0.888450287786284,1
251,6,4,5,0.390366616753099,1026,12,0.943194553897495,0
791,2,1,10,0.572548715795143,1475,6,1.80427270862817,0
675,6,0,7,0.926678734790157,1316,11,0.943194553897495,1
642,2,1,11,0.0800054765102775,989,6,0.943194553897495,1
414,6,0,8,0.0760264875328054,651,5,0.943194553897495,0
633,2,6,10,0.811288054443467,1070,6,0.943194553897495,0
575,1,6,8,0.449200057493508,1187,11,0.943194553897495,1
331,6,0,5,0.0632381266787172,627,11,0.943194553897495,0
465,5,1,11,1.21401733508982,595,7,0.943194553897495,1
266,6,4,11,0.585337076649231,987,6,0.943194553897495,0
407,2,4,5,1.28166014770684,443,6,0.888450287786284,1
1185,2,2,10,1.96917384688784,1370,11,0.943194553897495,1
200,0,2,10,0.728580679838225,281,11,0.888450287786284,1
705,6,2,10,0.243144024586632,982,6,0.943194553897495,0
260,6,1,10,1.26574419179696,591,11,0.943194553897495,1
775,2,0,10,0.700727756995921,1587,11,0.943194553897495,0
579,6,0,10,1.26972318077443,1053,11,0.888450287786284,0
645,6,5,5,0.183459189924551,799,6,1.80427270862817,1
566,3,3,2,0.214439707822656,2216,6,0.0273721330556057,0
296,5,0,7,0.0839844654877495,369,6,0.888450287786284,0
687,6,0,10,0.735687263871498,1345,11,0.888450287786284,1
968,4,2,7,1.14154413957365,1733,11,0.943194553897495,0
857,2,5,10,0.64417051738964,1066,11,0.943194553897495,0
431,0,5,10,0.438114484482764,871,3,0.888450287786284,0
313,2,2,5,0.808160459387667,305,11,0.943194553897495,1
34,1,0,7,0.247123013564105,46,6,0.943194553897495,0
803,4,0,10,0.787414120578635,1363,3,0.943194553897495,0
80,1,0,3,0.509736286077261,88,3,0.888450287786284,0
305,6,4,5,0.847950349162388,877,6,0.943194553897495,0
566,2,0,11,0.461988418347597,550,12,0.888450287786284,1
242,0,0,4,1.66677068459996,213,3,0.943194553897495,1
413,3,3,2,0.290891892316297,3477,6,0.943194553897495,0
758,2,6,10,0.218418696800128,1944,11,0.888450287786284,0
1359,2,1,10,1.46384224674889,1590,6,0.943194553897495,0
1156,6,0,10,1.2489768419654,2648,11,1.80427270862817,0
904,6,0,10,1.30468268765,2539,11,0.943194553897495,1
38,6,0,7,0.855908327117332,50,4,0.888450287786284,1
747,3,0,10,0.816118437342611,2392,6,0.943194553897495,0
961,2,0,10,1.67472866255491,1881,6,1.80427270862817,0
885,5,1,6,0.0680685095778612,1702,11,0.943194553897495,0
624,6,2,10,0.286912903338825,819,6,0.0273721330556057,0
464,6,2,4,1.01421649229454,817,4,0.888450287786284,1
244,0,0,9,0.135711322194886,396,11,0.943194553897495,1
729,2,5,11,0.457158035448453,1651,1,0.943194553897495,1
388,6,3,2,0.760412591658002,1135,12,0.888450287786284,0
964,6,4,11,0.695897374096777,2178,6,0.943194553897495,0
447,2,6,11,0.768370569612946,1172,12,0.943194553897495,1
278,2,6,11,1.1026056437206,175,6,0.943194553897495,1
741,6,1,10,0.963341029509078,1096,11,0.943194553897495,0
457,6,2,4,0.637063933356368,1095,11,0.888450287786284,0
670,2,0,10,0.0831330715660776,2220,6,0.943194553897495,0
16,6,0,11,1.06281575394588,13,12,0.943194553897495,1
54,6,0,10,1.23789126895465,104,6,0.943194553897495,1
214,3,3,2,1.16229047838268,1525,6,0.888450287786284,1
102,0,0,5,0.418219539595404,113,6,0.888450287786284,1
290,5,0,7,0.95055266865499,442,6,0.943194553897495,0
583,6,6,11,0.329830388169346,1349,11,0.888450287786284,0
721,5,1,10,0.6609378672212,1237,6,0.888450287786284,1
865,6,2,10,1.27285077583023,1018,11,1.80427270862817,0
63,0,0,3,1.08668968781071,207,6,0.888450287786284,1
720,0,2,10,2.52623230373393,1141,11,0.888450287786284,1
871,2,5,10,0.906783789902797,3475,11,0.888450287786284,0
55,6,0,10,1.22197531304476,100,6,0.888450287786284,1
545,6,5,10,0.301977465327042,1503,6,0.943194553897495,1
25,4,0,3,1.48856757453539,69,11,0.943194553897495,0
325,5,1,7,0.481883363234957,629,3,0.943194553897495,0
606,6,5,11,0.12690195031827,1610,12,0.943194553897495,1
258,6,5,7,0.96732001848655,248,6,0.943194553897495,1
753,2,5,11,0.703855352051721,1069,7,0.943194553897495,0
952,6,6,10,1.67074967357744,1081,11,0.943194553897495,1
272,6,4,5,0.732559668815698,852,6,0.943194553897495,0
682,5,0,10,0.183459189924551,1489,11,1.80427270862817,0
775,3,0,10,0.712664723928337,2083,6,0.943194553897495,0
115,2,0,4,0.469946396302541,209,11,0.943194553897495,0
1632,6,0,4,0.298849870271241,1937,11,0.943194553897495,0
1639,6,4,6,1.38426246719945,3325,12,0.888450287786284,1
258,2,2,5,0.656958878243728,307,11,0.943194553897495,1
257,2,1,10,1.42888273987331,642,11,0.943194553897495,1
31,6,0,11,1.09066867678818,30,12,0.888450287786284,1
405,6,6,10,0.620296583524808,767,11,0.888450287786284,0
19,6,1,6,0.406282572662988,54,7,0.888450287786284,1
957,5,1,10,0.235186046631688,2538,11,0.888450287786284,0
94,1,0,3,0.652979889266256,92,3,0.888450287786284,0
626,2,1,10,0.0402155867355567,980,6,1.80427270862817,1
506,6,0,11,0.668895845176144,1026,11,0.888450287786284,0
294,6,4,5,0.2192700907218,1154,6,0.888450287786284,0
337,6,1,8,0.0800054765102775,767,11,0.888450287786284,0
290,5,1,7,0.764391580635474,522,6,0.888450287786284,0
748,6,0,10,0.540716803975366,1471,6,1.80427270862817,0
462,2,6,5,0.150775884183103,485,12,0.943194553897495,1
653,2,5,5,1.15746009548354,1186,7,0.943194553897495,0
409,6,4,11,0.824076415297555,1028,12,0.943194553897495,0
43,0,0,3,1.3015550925942,96,11,0.943194553897495,0
276,2,1,11,0.859887316094804,605,6,0.943194553897495,1
746,2,6,10,0.12377435526247,1719,11,0.943194553897495,1
573,6,2,4,0.255080991519049,1286,11,0.888450287786284,0
688,6,5,8,0.800202481432723,1369,6,0.943194553897495,1
362,3,3,2,2.01379411956171,0,2,0.888450287786284,1
150,4,0,3,0.612338605569863,197,12,0.888450287786284,1
1049,5,0,4,0.0592591377012451,1741,11,1.80427270862817,0
50,6,0,10,1.36919790521123,94,6,0.943194553897495,1
194,0,0,5,0.0521525536679729,213,11,0.888450287786284,0
89,6,0,10,0.0362365977580846,150,12,0.943194553897495,0
156,2,0,11,0.349725333056707,225,12,0.943194553897495,1
953,2,0,10,0.633084944378896,2450,6,1.80427270862817,0
207,5,1,10,1.20605935713487,735,11,0.888450287786284,1
302,0,0,11,0.386387627775627,660,12,0.943194553897495,1
394,6,0,11,0.54554718687451,903,11,0.888450287786284,0
101,1,0,3,0.458009429370124,89,3,0.943194553897495,0
435,0,0,5,1.83786721063126,537,11,1.80427270862817,1
784,6,0,10,0.581358087671759,2266,6,0.943194553897495,0
430,0,0,3,0.242292630664961,371,6,0.0273721330556057,0
766,2,5,11,0.118943972363326,1733,10,0.943194553897495,1
413,1,0,5,0.135711322194886,746,11,0.888450287786284,1
633,5,1,0,0.485010958290757,680,6,0.888450287786284,1
746,6,4,11,0.305956454304514,1372,12,0.943194553897495,0
353,2,6,7,0.282933914361353,389,6,0.943194553897495,1
579,6,5,3,0.346597738000906,613,6,1.80427270862817,1
1061,2,6,10,1.44394730186153,1213,11,0.888450287786284,1
84,6,1,5,1.73128590216119,174,6,0.943194553897495,1
290,6,4,5,0.581358087671759,833,1,0.888450287786284,0
992,5,1,6,0.0521525536679729,1634,11,0.888450287786284,0
1181,6,4,6,0.564590737840199,2588,10,0.943194553897495,1
985,5,0,10,0.645021911311312,2213,6,0.888450287786284,0
724,6,2,10,0.75956119773633,1634,11,0.888450287786284,1
525,1,6,7,0.564590737840199,1221,11,0.0273721330556057,1
1155,6,4,1,1.0778803159341,2460,12,0.943194553897495,1
1039,5,1,6,0.274124542484737,1768,11,0.888450287786284,0
841,3,3,2,0.935488106666773,2346,6,0.0273721330556057,1
324,6,0,6,0.73653865779317,835,11,0.943194553897495,0
384,3,0,10,2.01379411956171,0,2,0.888450287786284,1
701,6,4,11,0.731708274894026,1541,12,0.943194553897495,0
1019,6,4,11,1.08583829388904,2191,6,0.888450287786284,0
267,2,1,7,0.585337076649231,552,6,0.888450287786284,0
598,2,1,11,0.33466077106849,918,6,0.943194553897495,1
657,2,6,11,0.134859928273215,1020,11,0.888450287786284,1
589,5,1,10,0.6609378672212,771,11,0.943194553897495,0
900,6,0,10,1.2052079632132,2631,11,0.888450287786284,1
20,6,0,7,1.03894182008105,41,4,0.888450287786284,1
297,2,6,10,0.740517646770642,271,6,0.943194553897495,1
763,6,6,11,0.870972889105548,1552,11,0.943194553897495,0
205,5,1,10,1.26574419179696,177,11,0.888450287786284,1
912,6,6,9,1.42405235697417,2096,6,0.943194553897495,1
532,1,3,2,0.305956454304514,2125,6,0.0273721330556057,0
969,4,2,7,1.15348110650607,1750,11,0.943194553897495,0
315,0,6,10,0.836013382229971,269,12,0.943194553897495,0
580,6,6,11,0.186586784980351,1393,11,0.888450287786284,0
592,6,0,5,0.0592591377012451,488,11,1.80427270862817,0
627,2,5,7,0.294019487372097,1901,10,0.943194553897495,0
365,6,0,11,0.187438178902023,649,7,0.888450287786284,1
97,1,0,3,0.473925385280013,82,3,0.943194553897495,0
255,2,1,10,1.11056362167554,816,11,0.943194553897495,1
713,6,4,11,0.914741767857741,2096,6,0.888450287786284,0
254,6,0,11,1.01904687519369,786,11,0.943194553897495,0
866,2,0,0,0.497799319144845,1773,11,0.943194553897495,0
683,5,6,11,0.131732333217414,1567,12,0.943194553897495,1
392,2,6,10,0.398324594708043,677,11,0.943194553897495,1
265,2,1,11,0.772349558590418,619,6,0.943194553897495,1
157,6,0,7,0.732559668815698,187,11,0.888450287786284,1
73,2,0,3,0.549526175851982,188,11,0.888450287786284,0
365,0,2,10,0.561463142784398,308,11,0.888450287786284,1
358,2,6,10,0.481883363234957,283,6,0.888450287786284,1
663,6,2,10,0.294019487372097,1085,6,0.888450287786284,0
1366,6,1,5,0.00440468593830804,1636,6,0.943194553897495,1
152,6,0,7,0.935488106666773,205,11,0.888450287786284,1
783,5,1,6,0.358534704933323,1298,11,0.888450287786284,1
497,6,6,5,0.194544762935296,374,11,0.888450287786284,0
41,4,0,3,1.22993329099971,107,11,0.0273721330556057,0
585,6,5,8,0.114964983385854,1522,11,0.888450287786284,1
285,2,0,4,0.2192700907218,606,11,0.888450287786284,0
404,3,3,2,2.01379411956171,0,2,0.943194553897495,1
459,2,5,10,0.73653865779317,891,3,0.888450287786284,0
776,4,4,7,0.870972889105548,2694,6,0.888450287786284,1
212,6,1,11,1.33338700441398,494,12,0.943194553897495,1
282,5,3,2,0.056131542645445,664,12,0.943194553897495,0
711,6,5,7,0.601253032559119,903,8,1.80427270862817,1
346,6,1,10,0.975277996441494,620,11,1.80427270862817,0
790,2,6,5,0.0393641928138848,1109,11,0.943194553897495,1
282,2,1,11,1.31349205952662,518,12,0.943194553897495,1
197,6,0,7,0.465116013403397,215,11,0.888450287786284,1
721,2,2,7,2.62570702817073,1113,11,1.80427270862817,0
397,6,6,10,0.863014911150604,950,6,0.943194553897495,0
927,6,4,11,0.341767355101762,1294,6,0.943194553897495,0
514,0,2,4,0.345746344079234,633,12,0.943194553897495,1
924,6,4,7,1.25693481992034,2886,6,0.943194553897495,1
265,6,0,1,0.915593161779413,471,1,0.943194553897495,1
356,0,5,3,0.135711322194886,685,5,0.888450287786284,1
315,1,6,11,0.0115112699715803,1081,11,0.943194553897495,1
432,6,4,5,0.127753344239942,1072,1,0.888450287786284,0
434,2,6,5,0.552653770907782,403,11,0.943194553897495,0
417,6,6,10,0.354555715955851,629,11,0.943194553897495,1
28,6,0,7,0.792244503477779,55,4,0.943194553897495,1
859,5,1,3,0.672874834153616,1195,3,0.943194553897495,1
991,2,0,0,0.676853823131089,1743,11,0.943194553897495,0
309,2,6,7,0.994321547407182,369,6,0.888450287786284,1
486,2,0,11,0.509736286077261,563,12,0.888450287786284,1
809,6,0,3,1.0062585143396,1231,11,0.943194553897495,1
988,2,0,10,2.05273261541475,1649,11,0.943194553897495,1
327,3,3,2,2.01379411956171,0,2,0.888450287786284,1
539,6,0,8,1.40500880600848,1246,12,0.943194553897495,1
139,6,0,7,0.899677205869525,188,11,0.943194553897495,1
390,6,6,5,0.787414120578635,811,11,0.0273721330556057,0
520,2,6,11,0.110985994408382,463,6,0.943194553897495,1
673,2,6,10,0.139690311172359,1499,11,0.943194553897495,0
692,6,1,7,1.05087878701346,912,11,0.888450287786284,0
588,5,1,10,0.422198528572876,772,11,0.943194553897495,0
969,5,5,0,0.10700700543091,1808,0,0.943194553897495,0
103,3,0,5,0.720622701883281,80,6,0.0273721330556057,1
760,0,0,4,3.77961383163763,1791,11,0.943194553897495,1
289,0,0,5,2.05273261541475,553,11,0.888450287786284,1
99,2,0,4,0.75643360268053,157,11,0.0273721330556057,0
308,5,0,10,0.593295054604175,594,12,0.943194553897495,1
300,5,0,3,0.6609378672212,487,10,0.888450287786284,1
912,6,4,11,0.00355329201663611,1668,6,0.943194553897495,0
273,2,2,5,0.577379098694287,306,11,0.888450287786284,1
737,6,6,11,0.656107484322056,1519,11,0.943194553897495,0
30,6,0,7,0.724601690860753,47,4,0.943194553897495,1
1022,2,5,3,1.04604840411432,1941,10,0.943194553897495,0
1154,2,0,0,0.45005145141518,1931,11,0.943194553897495,0
676,6,2,10,0.223249079699272,979,6,0.888450287786284,0
136,0,0,3,0.501778308122317,130,3,0.943194553897495,1
755,6,0,5,1.42803134595164,1056,12,0.943194553897495,1
1062,2,1,10,1.52437847533264,1408,11,1.80427270862817,0
697,4,2,10,0.496947925223173,1351,11,0.943194553897495,1
15,6,1,6,0.887740238937108,40,7,0.943194553897495,1
1047,4,2,7,1.06594334900168,1658,11,0.943194553897495,0
510,6,2,10,2.62968601714821,1244,11,0.943194553897495,0
884,6,0,10,1.57127494914063,1615,11,0.888450287786284,0
442,6,0,11,0.0481735646905009,689,7,0.943194553897495,1
238,6,0,10,0.203354134811912,415,11,0.943194553897495,0
748,6,0,10,2.00100575870762,1602,11,0.943194553897495,1
1326,6,2,10,1.33651459946978,1633,11,0.943194553897495,0
277,6,0,6,0.704706745973393,545,7,1.80427270862817,0
366,0,0,3,0.0282786198031405,406,11,0.888450287786284,1
135,6,0,5,0.760412591658002,109,6,1.80427270862817,1
663,6,2,10,0.150775884183103,1225,12,0.888450287786284,0
806,5,1,7,0.536737814997894,1524,8,0.943194553897495,1
744,0,2,10,2.61774905021579,1269,11,0.888450287786284,1
1431,2,2,5,2.45858949111691,1782,11,0.943194553897495,0
353,6,0,1,0.672874834153616,563,1,0.943194553897495,0
343,6,1,6,0.12377435526247,760,7,1.80427270862817,0
95,6,1,5,1.6158952218145,224,6,0.943194553897495,1
629,1,6,7,0.2223976857776,1199,11,0.0273721330556057,1
43,0,0,3,1.12647957758543,198,6,0.888450287786284,1
891,5,1,6,0.131732333217414,1740,11,0.888450287786284,0
1162,6,1,5,0.263038969473993,1412,6,0.943194553897495,1
423,2,5,3,0.720622701883281,744,11,0.888450287786284,0
423,3,3,2,0.122922961340798,3306,11,0.888450287786284,1
743,6,6,11,1.08583829388904,1660,11,0.888450287786284,0
116,6,1,5,1.65170612261175,210,6,0.943194553897495,1
628,6,4,3,1.27285077583023,2317,11,0.943194553897495,0
517,3,0,6,1.84667658250788,1515,6,0.943194553897495,1
288,2,1,7,0.454030440392652,580,3,0.888450287786284,0
769,2,5,11,0.154754873160575,1379,10,0.943194553897495,1
587,6,5,5,0.0322576087806126,687,6,1.80427270862817,1
302,3,3,2,2.01379411956171,0,2,1.80427270862817,1
365,6,6,10,0.516842870110534,741,11,0.943194553897495,0
610,2,6,10,1.41211539004175,1127,11,0.888450287786284,1
498,5,1,10,0.581358087671759,701,11,0.943194553897495,0
1183,6,0,10,1.6468757397126,2605,11,0.888450287786284,1
919,6,4,11,1.06196436002421,2173,6,0.888450287786284,0
739,2,5,10,0.122922961340798,995,11,0.888450287786284,0
1100,4,4,10,0.620296583524808,2725,6,0.943194553897495,1
929,6,4,11,0.938615701722573,2172,6,0.888450287786284,0
105,6,0,5,1.24187025793212,99,6,1.80427270862817,1
322,2,2,5,0.75643360268053,274,11,0.943194553897495,1
228,6,1,10,1.22595430202223,486,11,1.80427270862817,0
478,6,2,4,0.119795366284998,673,4,0.888450287786284,1
921,2,5,10,0.122922961340798,3281,11,0.0273721330556057,0
486,5,1,0,0.115816377307526,1195,11,0.943194553897495,0
113,6,1,5,1.71934893522877,194,6,0.943194553897495,1
387,5,0,9,0.393494211808899,645,10,0.888450287786284,1
1059,2,0,10,0.922699745812685,1309,6,1.80427270862817,0
247,6,1,10,1.2737021697519,696,11,0.943194553897495,1
1150,5,1,11,0.350576726978378,2950,6,0.888450287786284,1
343,0,0,10,0.282082520439681,417,11,0.943194553897495,1
408,2,5,11,0.183459189924551,1202,12,0.943194553897495,1
521,6,6,10,0.0800054765102775,1730,11,0.943194553897495,1
551,0,5,3,0.0791540825886055,1081,3,0.943194553897495,0
1476,5,1,11,0.350576726978378,2927,6,0.943194553897495,1
295,0,0,4,0.329830388169346,286,11,0.888450287786284,0
607,5,1,10,0.720622701883281,1198,9,0.943194553897495,1
240,2,1,5,1.08668968781071,497,6,0.888450287786284,1
829,6,0,10,0.870972889105548,1590,11,0.888450287786284,0
854,4,4,10,1.61106483891535,2683,6,0.943194553897495,1
982,4,2,7,1.2489768419654,1663,11,0.943194553897495,0
620,6,5,3,0.481883363234957,597,6,0.943194553897495,1
1533,2,0,10,0.695897374096777,2437,11,1.80427270862817,0
845,2,1,10,1.44081970680573,1575,11,1.80427270862817,0
459,6,5,10,0.704706745973393,608,11,0.943194553897495,0
443,6,5,10,0.684811801086033,682,11,0.888450287786284,0
437,3,0,10,2.01379411956171,0,2,0.943194553897495,1
851,6,5,10,0.33778836612429,3386,11,0.888450287786284,0
1529,5,1,10,0.346597738000906,2491,6,0.943194553897495,1
914,2,0,10,2.02885868154992,1523,11,0.943194553897495,1
540,6,4,11,0.10387941037511,1212,12,0.888450287786284,0
121,0,0,3,0.402303583685515,156,6,0.888450287786284,1
930,2,0,0,0.493820330167373,1778,11,0.943194553897495,0
292,6,0,11,0.434135495505292,508,7,0.943194553897495,1
288,6,0,6,1.24187025793212,780,11,0.888450287786284,0
760,6,4,11,0.532758826020422,1634,12,0.943194553897495,0
153,2,0,5,0.87495187808302,261,12,0.943194553897495,1
141,2,0,7,1.07077373190082,189,11,0.943194553897495,1
764,6,6,5,0.930657723767629,1881,6,0.943194553897495,1
261,0,0,5,0.966468624564878,205,6,0.888450287786284,1
768,6,0,5,1.43996831288405,1185,6,0.943194553897495,1
304,0,0,3,0.684811801086033,232,3,0.888450287786284,0
358,6,0,5,0.465116013403397,617,11,0.943194553897495,0
715,6,4,11,0.182607796002879,1503,12,0.888450287786284,0
1073,6,4,6,0.986363569452238,3327,1,0.943194553897495,1
528,6,5,11,0.832034393252499,652,11,0.888450287786284,0
719,6,4,11,0.727729285916554,1347,6,0.888450287786284,0
631,6,5,8,0.10700700543091,1567,6,0.888450287786284,1
318,0,6,10,0.581358087671759,234,12,0.943194553897495,0
740,5,1,10,1.02700485314863,778,11,0.888450287786284,0
16,6,0,11,1.11454261065302,20,12,0.888450287786284,1
388,2,5,11,0.859887316094804,613,11,0.943194553897495,0
214,2,0,7,0.417368145673732,342,6,0.943194553897495,0
249,0,0,5,0.0194692479265244,249,11,1.80427270862817,0
432,5,1,6,1.0747527208783,591,12,0.943194553897495,1
503,6,2,4,0.473925385280013,1165,11,0.943194553897495,0
1068,6,4,6,0.325851399191874,2862,10,0.943194553897495,1
411,6,6,10,0.330681782091018,695,6,0.943194553897495,0
1106,2,1,11,1.49254656351286,1474,11,1.80427270862817,0
599,6,0,5,0.0879634544652216,418,3,0.943194553897495,0
1617,5,1,11,0.418219539595404,3222,4,0.888450287786284,1
293,0,0,5,1.04206941513685,553,11,0.943194553897495,1
153,2,1,7,0.171522222992135,290,6,0.943194553897495,0
135,0,0,5,0.0353852038364127,243,6,0.888450287786284,1
279,6,0,11,1.08668968781071,828,11,0.888450287786284,0
86,0,0,5,0.557484153806926,106,6,0.0273721330556057,1
716,6,4,11,0.477904374257485,1030,12,0.943194553897495,0
405,6,6,10,0.827204010353355,901,11,0.0273721330556057,0
1259,6,2,10,1.98508980279773,1401,11,0.943194553897495,1
611,5,1,3,0.720622701883281,1216,9,0.888450287786284,1
111,6,0,4,0.505757297099789,204,6,0.888450287786284,1
703,2,5,11,0.246271619642433,1652,10,0.943194553897495,1
56,0,0,4,1.09862665474313,174,6,0.943194553897495,1
915,2,0,10,2.02487969257245,1603,11,0.943194553897495,1
204,0,0,11,0.493820330167373,426,9,0.888450287786284,1
971,2,6,5,0.393494211808899,1842,11,0.943194553897495,0
393,6,1,6,0.0990490274759659,772,11,1.80427270862817,0
299,5,3,2,0.00753228099410818,702,7,0.943194553897495,0
226,2,0,8,0.493820330167373,511,9,0.888450287786284,1
280,5,3,2,0.0839844654877495,622,12,0.943194553897495,0
643,0,2,10,2.86444636681906,1170,11,0.888450287786284,1
958,5,1,6,0.0194692479265244,1732,11,0.888450287786284,0
